player_id,player_name,position,sub_position,country_of_citizenship,date_of_birth,peak_valuation_date,peak_market_value_eur,valuation_observation_count,age_at_peak_value,peak_age_position_percentile,peak_value_position_rank
243541,Deyverson,Attack,Centre-Forward,Brazil,8/5/91,5/1/21,3500000,9,29,0.824242424,416
119115,Diego Falcinelli,Attack,Centre-Forward,Italy,26/6/91,22/12/20,2200000,7,29,0.824242424,476
164265,Dong-won Ji,Attack,Centre-Forward,"Korea, South",28/5/91,16/9/20,1000000,7,29,0.824242424,574
75615,Douglas Costa,Attack,Right Winger,Brazil,14/9/90,25/8/20,20000000,8,29,0.824242424,174
73794,Duván Zapata,Attack,Centre-Forward,Colombia,1/4/91,25/8/20,40000000,11,29,0.824242424,96
50202,Eden Hazard,Attack,Left Winger,Belgium,7/1/91,8/10/20,60000000,11,29,0.824242424,54
149579,Elbasan Rashani,Attack,Left Winger,Kosovo,9/5/93,30/5/22,2500000,12,29,0.824242424,465
111078,Emil Forsberg,Attack,Left Winger,Sweden,23/10/91,26/11/20,20000000,10,29,0.824242424,174
111630,Erik Lamela,Attack,Right Winger,Argentina,4/3/92,13/10/21,20000000,16,29,0.824242424,174
93795,Facundo Ferreyra,Attack,Centre-Forward,Argentina,14/3/91,17/8/20,3200000,9,29,0.824242424,421
99180,Federico Santander,Attack,Centre-Forward,Paraguay,4/6/91,25/8/20,3500000,7,29,0.824242424,416
152963,Florian Niederlechner,Attack,Centre-Forward,Germany,24/10/90,8/7/20,10000000,8,29,0.824242424,266
177467,Gerard Moreno,Attack,Centre-Forward,Spain,7/4/92,31/5/21,40000000,14,29,0.824242424,96
163222,Grégoire Defrel,Attack,Centre-Forward,France,17/6/91,25/8/20,8000000,10,29,0.824242424,295
184672,Guido Carrillo,Attack,Centre-Forward,Argentina,25/5/91,8/10/20,3000000,9,29,0.824242424,436
109256,Haris Seferovic,Attack,Centre-Forward,,22/2/92,15/7/21,16000000,11,29,0.824242424,203
136181,Havard Nielsen,Attack,Centre-Forward,Norway,15/7/93,28/9/22,1500000,7,29,0.824242424,526
129990,Hyun-jun Suk,Attack,Centre-Forward,"Korea, South",29/6/91,11/11/20,1400000,5,29,0.824242424,540
54235,Iker Muniain,Attack,Left Winger,Spain,19/12/92,3/6/22,16000000,11,29,0.824242424,203
221151,Jodel Dossou,Attack,Right Winger,Benin,17/3/92,8/10/21,2000000,9,29,0.824242424,489
89231,Jóhann Berg Gudmundsson,Attack,Right Winger,Iceland,27/10/90,13/10/20,6500000,9,29,0.824242424,327
228761,Jony,Attack,Left Winger,Spain,9/7/91,25/8/20,6500000,10,29,0.824242424,327
176591,Jota Peleteiro,Attack,Right Winger,Spain,16/6/91,8/10/20,2500000,3,29,0.824242424,465
126737,Juanmi,Attack,Left Winger,Spain,20/5/93,3/6/22,15000000,14,29,0.824242424,218
184935,Kalifa Coulibaly,Attack,Centre-Forward,Mali,21/8/91,15/10/20,3200000,9,29,0.824242424,421
197126,Kenan Kodro,Attack,Centre-Forward,Bosnia-Herzegovina,19/8/93,11/10/22,2000000,14,29,0.824242424,489
100722,Lago Júnior,Attack,Left Winger,Cote d'Ivoire,31/12/90,8/10/20,2500000,7,29,0.824242424,465
144028,Leandro Trossard,Attack,Left Winger,Belgium,4/12/94,19/12/23,38000000,12,29,0.824242424,98
133964,Lorenzo Insigne,Attack,Left Winger,Italy,4/6/91,25/8/20,48000000,10,29,0.824242424,75
146805,Majeed Waris,Attack,Second Striker,Ghana,19/9/91,15/10/20,2500000,6,29,0.824242424,465
99232,Marco D'Alessandro,Attack,Right Winger,Italy,17/2/91,25/8/20,1800000,11,29,0.824242424,504
95732,Martin Braithwaite,Attack,Centre-Forward,Denmark,5/6/91,5/1/21,9000000,9,29,0.824242424,282
125103,Marvin Ducksch,Attack,Centre-Forward,Germany,7/3/94,14/12/23,9000000,15,29,0.824242424,282
126214,Mathew Leckie,Attack,Left Winger,Australia,4/2/91,16/9/20,1500000,7,29,0.824242424,526
77274,Matt Phillips,Attack,Right Winger,Scotland,13/3/91,13/10/20,5500000,8,29,0.824242424,351
307058,Mehdi Taremi,Attack,Centre-Forward,Iran,18/7/92,31/5/22,20000000,14,29,0.824242424,174
272999,Miguel Almirón,Attack,Right Winger,Paraguay,10/2/94,16/3/23,35000000,16,29,0.824242424,108
122116,Nicolas de Préville,Attack,Centre-Forward,France,8/1/91,15/10/20,5500000,10,29,0.824242424,351
306166,Nuno da Costa,Attack,Centre-Forward,Cape Verde,10/2/91,16/10/20,1600000,11,29,0.824242424,513
221309,Óscar Plano,Attack,Right Winger,Spain,11/2/91,8/10/20,3000000,8,29,0.824242424,436
32711,Patrick Herrmann,Attack,Right Winger,Germany,12/2/91,16/9/20,6500000,9,29,0.824242424,327
225593,Pere Milla,Attack,Left Winger,Spain,23/9/92,21/3/22,3000000,13,29,0.824242424,436
206040,Raúl Jiménez,Attack,Centre-Forward,Mexico,5/5/91,13/10/20,40000000,13,29,0.824242424,96
171424,Riyad Mahrez,Attack,Right Winger,Algeria,21/2/91,13/10/20,48000000,8,29,0.824242424,75
131789,Roberto Firmino,Attack,Centre-Forward,Brazil,2/10/91,13/10/20,72000000,10,29,0.824242424,37
131505,Rodrigo,Attack,Centre-Forward,Spain,6/3/91,13/10/20,30000000,9,29,0.824242424,127
67548,Rubén Rochina,Attack,Right Winger,Spain,23/3/91,8/10/20,3500000,8,29,0.824242424,416
246204,Salvi Sánchez,Attack,Right Winger,Spain,30/3/91,5/1/21,2800000,12,29,0.824242424,447
256429,Sergi Guardiola,Attack,Centre-Forward,Spain,29/5/91,8/10/20,5000000,11,29,0.824242424,366
270541,Serhou Guirassy,Attack,Centre-Forward,Guinea,12/3/96,5/6/25,45000000,14,29,0.824242424,81
79967,Simon Zoller,Attack,Centre-Forward,Germany,26/6/91,16/6/21,1800000,13,29,0.824242424,504
96828,Simone Zaza,Attack,Centre-Forward,Italy,25/6/91,25/8/20,6500000,8,29,0.824242424,327
194549,Simy,Attack,Centre-Forward,Nigeria,7/5/92,3/6/21,8000000,12,29,0.824242424,295
68033,Steven Zuber,Attack,Left Winger,Switzerland,17/8/91,15/7/21,3500000,13,29,0.824242424,416
165793,Takumi Minamino,Attack,Left Winger,Japan,16/1/95,3/6/24,20000000,15,29,0.824242424,174
193033,Tim Kleindienst,Attack,Centre-Forward,Germany,31/8/95,27/3/25,17000000,16,29,0.824242424,195
103565,Wahbi Khazri,Attack,Left Winger,Tunisia,8/2/91,15/10/20,6000000,13,29,0.824242424,343
99559,Alberto Perea,Attack,Left Winger,Spain,19/12/90,10/6/21,1200000,11,30,0.884848485,556
45403,André Ayew,Attack,Centre-Forward,Ghana,17/12/89,15/10/20,4000000,14,30,0.884848485,401
42783,André Hahn,Attack,Right Winger,Germany,13/8/90,9/6/21,2500000,9,30,0.884848485,466
134983,Andrea La Mantia,Attack,Centre-Forward,Italy,6/5/91,24/6/21,2000000,7,30,0.884848485,490
69015,Andriy Yarmolenko,Attack,Right Winger,Ukraine,23/10/89,13/10/20,7500000,11,30,0.884848485,306
142281,Anthony Ujah,Attack,Centre-Forward,Nigeria,14/10/90,10/2/21,1000000,6,30,0.884848485,575
63200,Ashley Barnes,Attack,Centre-Forward,England,30/10/89,13/10/20,6500000,7,30,0.884848485,328
153427,Bebé,Attack,Left Winger,Cape Verde,12/7/90,23/7/20,1000000,12,30,0.884848485,575
76274,Christian Gytkjaer,Attack,Centre-Forward,Denmark,6/5/90,29/10/20,3000000,8,30,0.884848485,437
105521,Ciro Immobile,Attack,Centre-Forward,Italy,20/2/90,25/8/20,45000000,15,30,0.884848485,82
92693,Darío Benedetto,Attack,Centre-Forward,Argentina,17/5/90,15/10/20,12000000,12,30,0.884848485,244
83877,Diego Farias,Attack,Left Winger,Brazil,10/5/90,25/8/20,3500000,8,30,0.884848485,417
196522,Dwight Gayle,Attack,Centre-Forward,England,17/10/89,13/10/20,8000000,10,30,0.884848485,296
157036,Dyego Sousa,Attack,Centre-Forward,Portugal,14/9/89,17/8/20,3000000,13,30,0.884848485,437
44948,Fernando Forestieri,Attack,Second Striker,Italy,15/1/90,29/12/20,1000000,7,30,0.884848485,575
138803,Francisco Portillo,Attack,Right Winger,Spain,13/6/90,8/10/20,2000000,9,30,0.884848485,490
130394,Gianluca Lapadula,Attack,Centre-Forward,Peru,7/2/90,25/8/20,5000000,14,30,0.884848485,367
203123,Haris Tabakovic,Attack,Centre-Forward,Bosnia-Herzegovina,20/6/94,9/10/24,3000000,14,30,0.884848485,437
59340,Iago Falque,Attack,Right Winger,Spain,4/1/90,25/8/20,6000000,10,30,0.884848485,344
127837,Ibai Gómez,Attack,Left Winger,Spain,11/11/89,8/10/20,2500000,5,30,0.884848485,466
54581,Ilija Nestorovski,Attack,Centre-Forward,North Macedonia,12/3/90,25/8/20,2800000,7,30,0.884848485,448
199527,Jacob Murphy,Attack,Right Winger,England,24/2/95,18/3/25,16000000,14,30,0.884848485,204
449151,Junior Messias,Attack,Right Winger,Brazil,13/5/91,28/12/21,6500000,11,30,0.884848485,328
348791,Junya Ito,Attack,Right Winger,Japan,9/3/93,27/3/23,10000000,13,30,0.884848485,267
61087,Karim Bellarabi,Attack,Right Winger,Germany,8/4/90,10/2/21,7000000,7,30,0.884848485,319
234006,Keagan Dolly,Attack,Left Winger,South Africa,22/1/93,3/2/23,1500000,6,30,0.884848485,527
119228,Luis Muriel,Attack,Centre-Forward,Colombia,16/4/91,3/6/21,30000000,12,30,0.884848485,128
278837,Luis Rioja,Attack,Right Winger,Spain,16/10/93,21/3/24,4000000,12,30,0.884848485,401
72522,Luuk de Jong,Attack,Centre-Forward,Netherlands,27/8/90,8/10/20,12000000,12,30,0.884848485,244
45146,Mario Balotelli,Attack,Centre-Forward,Italy,12/8/90,25/8/20,3000000,13,30,0.884848485,437
88683,Mattia Destro,Attack,Centre-Forward,Italy,20/3/91,28/12/21,4000000,11,30,0.884848485,401
104124,Michail Antonio,Attack,Centre-Forward,Jamaica,28/3/90,13/10/20,12000000,12,30,0.884848485,244
111422,Neeskens Kebano,Attack,Left Winger,DR Congo,10/3/92,15/9/22,4000000,10,30,0.884848485,401
119037,Philipp Hofmann,Attack,Centre-Forward,Germany,30/3/93,22/6/23,2800000,13,30,0.884848485,448
212391,Roger Martí,Attack,Centre-Forward,Spain,3/1/91,19/3/21,10000000,14,30,0.884848485,267
85383,Rubén Sobrino,Attack,Centre-Forward,Spain,1/6/92,3/6/22,2000000,10,30,0.884848485,490
81988,Sergi Enrich,Attack,Centre-Forward,Spain,26/2/90,8/10/20,2500000,7,30,0.884848485,466
46104,Stevan Jovetić,Attack,Second Striker,Montenegro,2/11/89,12/10/20,6500000,11,30,0.884848485,328
46972,Teemu Pukki,Attack,Centre-Forward,Finland,29/3/90,10/3/21,7000000,9,30,0.884848485,319
60540,Valère Germain,Attack,Centre-Forward,France,17/4/90,15/10/20,4000000,7,30,0.884848485,401
67082,Vitolo,Attack,Left Winger,Spain,2/11/89,8/10/20,10000000,10,30,0.884848485,267
146854,Wissam Ben Yedder,Attack,Centre-Forward,France,12/8/90,12/10/20,40000000,10,30,0.884848485,97
175014,Youcef Belaïli,Attack,Left Winger,Algeria,14/3/92,30/5/22,2000000,7,30,0.884848485,490
108650,Yuya Osako,Attack,Centre-Forward,Japan,18/5/90,16/9/20,3000000,7,30,0.884848485,437
88490,Aleix Vidal,Attack,Right Winger,Spain,21/8/89,8/10/20,3000000,8,31,0.918181818,438
40433,Alexis Sánchez,Attack,Second Striker,Chile,19/12/88,25/8/20,16000000,12,31,0.918181818,205
90024,Alfred Finnbogason,Attack,Centre-Forward,Iceland,1/2/89,16/9/20,4000000,11,31,0.918181818,402
48066,Andy Carroll,Attack,Centre-Forward,England,6/1/89,13/10/20,3200000,8,31,0.918181818,422
56331,Bas Dost,Attack,Centre-Forward,Netherlands,31/5/89,16/9/20,5500000,11,31,0.918181818,352
187097,Budu Zivzivadze,Attack,Centre-Forward,Georgia,10/3/94,27/3/25,2500000,14,31,0.918181818,467
129627,Charlie Austin,Attack,Centre-Forward,England,5/7/89,13/10/20,3200000,7,31,0.918181818,422
67063,Danny Welbeck,Attack,Centre-Forward,England,26/11/90,3/11/22,8000000,11,31,0.918181818,297
133794,Edgar Méndez,Attack,Right Winger,Spain,2/1/90,10/6/21,2200000,10,31,0.918181818,477
37834,Felipe Caicedo,Attack,Centre-Forward,Ecuador,5/9/88,25/8/20,5000000,8,31,0.918181818,368
149231,Fidel,Attack,Left Winger,Spain,27/10/89,19/3/21,2000000,8,31,0.918181818,491
93678,Gaëtan Charbonnier,Attack,Centre-Forward,France,27/12/88,15/10/20,2500000,8,31,0.918181818,467
39381,Gareth Bale,Attack,Right Winger,Wales,16/7/89,23/7/20,28000000,11,31,0.918181818,136
65976,Hal Robson-Kanu,Attack,Centre-Forward,Wales,21/5/89,13/10/20,2400000,3,31,0.918181818,472
42460,Ivan Perišić,Attack,Left Winger,Croatia,2/2/89,16/9/20,15000000,12,31,0.918181818,219
227961,Jaime Mata,Attack,Centre-Forward,Spain,24/10/88,8/10/20,6000000,10,31,0.918181818,345
53360,Jay Rodríguez,Attack,Centre-Forward,England,29/7/89,30/7/20,6000000,10,31,0.918181818,345
277533,Josan,Attack,Right Winger,Spain,3/12/89,19/3/21,1000000,8,31,0.918181818,576
81999,Joselu,Attack,Centre-Forward,Spain,27/3/90,10/6/21,8000000,10,31,0.918181818,297
87672,Junior Stanislas,Attack,Left Winger,England,26/11/89,10/3/21,1800000,7,31,0.918181818,505
93936,Kike García,Attack,Centre-Forward,Spain,25/11/89,10/6/21,2800000,10,31,0.918181818,449
64793,Leonardo Pavoletti,Attack,Centre-Forward,Italy,26/11/88,25/8/20,4800000,11,31,0.918181818,373
41384,Marko Arnautovic,Attack,Centre-Forward,Austria,19/4/89,26/12/20,10000000,13,31,0.918181818,268
75489,Niclas Füllkrug,Attack,Centre-Forward,Germany,9/2/93,27/3/24,15000000,18,31,0.918181818,219
42936,Nils Petersen,Attack,Centre-Forward,Germany,6/12/88,16/9/20,5000000,7,31,0.918181818,368
62121,Odion Ighalo,Attack,Centre-Forward,Nigeria,16/6/89,13/10/20,5200000,7,31,0.918181818,354
56067,Pablo Piatti,Attack,Left Winger,Argentina,31/3/89,26/8/20,2400000,7,31,0.918181818,472
58864,Pierre-Emerick Aubameyang,Attack,Centre-Forward,Gabon,18/6/89,13/10/20,50000000,11,31,0.918181818,73
80197,Salomón Rondón,Attack,Centre-Forward,Venezuela,16/9/89,26/12/20,6500000,8,31,0.918181818,329
45389,Samuel Di Carmine,Attack,Centre-Forward,Italy,29/9/88,25/8/20,1500000,7,31,0.918181818,528
60957,Sebastian Polter,Attack,Centre-Forward,Germany,1/4/91,9/6/22,2200000,10,31,0.918181818,477
145769,Sergio León,Attack,Centre-Forward,Spain,6/1/89,8/10/20,2000000,7,31,0.918181818,491
186988,Sven Michel,Attack,Left Winger,Germany,15/7/90,24/3/22,1200000,10,31,0.918181818,557
33713,Theo Walcott,Attack,Right Winger,England,16/3/89,13/10/20,10000000,7,31,0.918181818,268
186399,Thiago Galhardo,Attack,Centre-Forward,Brazil,20/7/89,9/9/20,2500000,9,31,0.918181818,467
58358,Thomas Müller,Attack,Second Striker,Germany,13/9/89,16/9/20,35000000,12,31,0.918181818,109
39106,Ádám Szalai,Attack,Centre-Forward,Hungary,9/12/87,16/9/20,1000000,10,32,0.945454545,577
45383,Adrián López,Attack,Centre-Forward,Spain,8/1/88,8/10/20,1200000,6,32,0.945454545,558
45320,Ángel Di María,Attack,Right Winger,Argentina,14/2/88,15/10/20,32000000,13,32,0.945454545,116
38410,Daniel Caligiuri,Attack,Right Winger,Italy,15/1/88,16/9/20,3000000,8,32,0.945454545,439
71918,David Ferreiro,Attack,Right Winger,Spain,1/4/88,8/10/20,1000000,8,32,0.945454545,577
35416,David McGoldrick,Attack,Centre-Forward,Ireland,29/11/87,30/7/20,2000000,8,32,0.945454545,492
44779,Diego Costa,Attack,Centre-Forward,Spain,7/10/88,8/10/20,10000000,6,32,0.945454545,269
54984,Diego Perotti,Attack,Left Winger,Argentina,26/7/88,25/8/20,4000000,8,32,0.945454545,403
78147,Fabian Klos,Attack,Centre-Forward,Germany,2/12/87,15/7/20,1000000,8,32,0.945454545,577
354726,Florian Sotoca,Attack,Centre-Forward,France,25/10/90,2/11/22,4000000,13,32,0.945454545,403
174915,Islam Slimani,Attack,Centre-Forward,Algeria,18/6/88,13/10/20,6500000,13,32,0.945454545,330
37920,Kamil Grosicki,Attack,Left Winger,Poland,8/6/88,13/10/20,2400000,10,32,0.945454545,473
117432,Kevin Behrens,Attack,Centre-Forward,Germany,3/2/91,18/10/23,4000000,15,32,0.945454545,403
44045,Kévin Monnet-Paquet,Attack,Left Winger,France,19/8/88,15/10/20,1200000,6,32,0.945454545,558
73185,Lucas Pérez,Attack,Centre-Forward,Spain,10/9/88,8/10/20,7500000,13,32,0.945454545,307
36182,Max Kruse,Attack,Second Striker,Germany,19/3/88,16/9/20,6500000,9,32,0.945454545,330
67556,Milan Djuric,Attack,Centre-Forward,Bosnia-Herzegovina,22/5/90,7/6/22,1500000,13,32,0.945454545,529
36371,Nikola Kalinic,Attack,Centre-Forward,Croatia,5/1/88,25/8/20,5500000,7,32,0.945454545,353
81460,Nolan Roux,Attack,Centre-Forward,France,1/3/88,15/10/20,1200000,6,32,0.945454545,558
20005,Papu Gómez,Attack,Left Winger,Argentina,15/2/88,25/8/20,15000000,9,32,0.945454545,220
38253,Robert Lewandowski,Attack,Centre-Forward,Poland,21/8/88,16/9/20,60000000,11,32,0.945454545,55
26399,Sergio Agüero,Attack,Centre-Forward,Argentina,2/6/88,13/10/20,42000000,5,32,0.945454545,86
36284,Simon Terodde,Attack,Centre-Forward,Germany,2/3/88,10/9/20,1200000,7,32,0.945454545,558
35249,Stefano Okaka,Attack,Centre-Forward,Italy,9/8/89,4/1/22,3100000,12,32,0.945454545,423
98249,Takashi Inui,Attack,Left Winger,Japan,2/6/88,8/10/20,2400000,7,32,0.945454545,473
52769,Willian,Attack,Left Winger,Brazil,9/8/88,13/10/20,19000000,14,32,0.945454545,176
14221,Aaron Lennon,Attack,Right Winger,England,16/4/87,12/10/20,1800000,7,33,0.965151515,506
51510,Ángel Rodríguez,Attack,Centre-Forward,Spain,26/4/87,8/10/20,4000000,9,33,0.965151515,404
59323,Cristhian Stuani,Attack,Centre-Forward,Uruguay,12/10/86,8/10/20,3000000,12,33,0.965151515,440
56416,Dries Mertens,Attack,Second Striker,Belgium,6/5/87,25/8/20,18000000,14,33,0.965151515,187
48280,Edinson Cavani,Attack,Centre-Forward,Uruguay,14/2/87,13/10/20,12000000,9,33,0.965151515,245
45660,Eric-Maxim Choupo-Moting,Attack,Centre-Forward,Cameroon,23/3/89,9/11/22,6000000,8,33,0.965151515,346
84765,Francesco Caputo,Attack,Centre-Forward,Italy,6/8/87,25/8/20,7500000,10,33,0.965151515,308
33481,Gervinho,Attack,Left Winger,Cote d'Ivoire,27/5/87,25/8/20,5000000,10,33,0.965151515,369
72047,Iago Aspas,Attack,Centre-Forward,Spain,1/8/87,8/10/20,10000000,13,33,0.965151515,270
197838,Jamie Vardy,Attack,Centre-Forward,England,11/1/87,13/10/20,16000000,8,33,0.965151515,206
61253,José Callejón,Attack,Right Winger,Spain,11/2/87,25/8/20,7500000,11,33,0.965151515,308
252677,José Luis Morales,Attack,Centre-Forward,Spain,23/7/87,19/3/21,6000000,13,33,0.965151515,346
27389,Kévin Gameiro,Attack,Centre-Forward,France,9/5/87,8/10/20,5000000,11,33,0.965151515,369
28003,Lionel Messi,Attack,Right Winger,Argentina,24/6/87,8/10/20,100000000,9,33,0.965151515,19
44352,Luis Suárez,Attack,Centre-Forward,Uruguay,24/1/87,8/10/20,18000000,8,33,0.965151515,187
33706,Nani,Attack,Left Winger,Portugal,17/11/86,26/8/20,3000000,11,33,0.965151515,440
70934,Nolito,Attack,Left Winger,Spain,15/10/86,8/10/20,1500000,9,33,0.965151515,530
65278,Pedro,Attack,Right Winger,Spain,28/7/87,13/10/20,7500000,11,33,0.965151515,308
51587,Pedro León,Attack,Right Winger,Spain,24/11/86,8/10/20,1000000,7,33,0.965151515,578
22614,Robert Snodgrass,Attack,Right Winger,Scotland,7/9/87,13/10/20,4000000,9,33,0.965151515,404
98349,Romain Hamouma,Attack,Centre-Forward,France,29/3/87,15/10/20,2500000,6,33,0.965151515,468
52312,Sebastian Giovinco,Attack,Second Striker,Italy,26/1/87,11/9/20,4000000,6,33,0.965151515,404
37304,Shane Long,Attack,Centre-Forward,Ireland,22/1/87,13/10/20,2800000,7,33,0.965151515,450
50512,Anthony Modeste,Attack,Centre-Forward,France,14/4/88,21/9/22,4000000,11,34,0.982575758,405
49542,Billy Sharp,Attack,Centre-Forward,England,5/2/86,13/10/20,1000000,9,34,0.982575758,579
119235,Carlos Bacca,Attack,Centre-Forward,Colombia,8/9/86,8/10/20,2000000,9,34,0.982575758,493
28396,Edin Dzeko,Attack,Centre-Forward,Bosnia-Herzegovina,17/3/86,25/8/20,10000000,12,34,0.982575758,271
114060,Enric Gallego,Attack,Centre-Forward,Spain,12/9/86,8/10/20,2000000,8,34,0.982575758,493
60890,Fabián Orellana,Attack,Right Winger,Chile,27/1/86,8/10/20,1500000,9,34,0.982575758,531
18922,Karim Benzema,Attack,Centre-Forward,France,19/12/87,7/11/22,35000000,8,34,0.982575758,110
34572,Mario Mandzukic,Attack,Centre-Forward,Croatia,21/5/86,10/11/20,2500000,3,34,0.982575758,469
82442,Olivier Giroud,Attack,Centre-Forward,France,30/9/86,13/10/20,5000000,9,34,0.982575758,370
39152,Radamel Falcao,Attack,Centre-Forward,Colombia,10/2/86,4/8/20,4200000,12,34,0.982575758,388
34601,Raúl García,Attack,Centre-Forward,Spain,11/7/86,8/10/20,5000000,9,34,0.982575758,370
68718,Yoann Touzghar,Attack,Centre-Forward,Tunisia,28/11/86,8/10/21,1500000,9,34,0.982575758,531
34987,Burak Yilmaz,Attack,Centre-Forward,,15/7/85,25/5/21,2800000,9,35,0.991666667,451
8198,Cristiano Ronaldo,Attack,Centre-Forward,Portugal,5/2/85,25/8/20,60000000,9,35,0.991666667,56
35564,Fernando Llorente,Attack,Centre-Forward,Spain,26/2/85,25/8/20,3000000,7,35,0.991666667,441
18909,Jimmy Briand,Attack,Centre-Forward,France,2/8/85,15/10/20,1500000,4,35,0.991666667,532
34870,Roberto Soldado,Attack,Centre-Forward,Spain,27/5/85,5/1/21,1200000,9,35,0.991666667,559
18644,Álvaro Negredo,Attack,Centre-Forward,Spain,20/8/85,3/6/22,1500000,10,36,0.995454545,533
21175,Vedad Ibisevic,Attack,Centre-Forward,Bosnia-Herzegovina,6/8/84,16/9/20,1000000,3,36,0.995454545,580
22328,Fabio Quagliarella,Attack,Centre-Forward,,31/1/83,25/8/20,1600000,7,37,0.996969697,514
22068,Franck Ribéry,Attack,Left Winger,France,7/4/83,25/8/20,3000000,6,37,0.996969697,442
57825,Jorge Molina,Attack,Centre-Forward,Spain,22/4/82,8/10/20,1500000,9,38,0.998484848,534
7663,Joaquín,Attack,Right Winger,Spain,21/7/81,8/10/20,1500000,7,39,0.999242424,535
3455,Zlatan Ibrahimović,Attack,Centre-Forward,Sweden,3/10/81,29/12/20,5000000,7,39,0.999242424,371
1058354,Matteo Palma,Defender,Centre-Back,Germany,13/3/08,23/6/24,1000000,3,16,0,535
937955,Héctor Fort,Defender,Right-Back,Spain,2/8/06,7/6/24,10000000,5,17,0.000661376,227
796429,Justin Che,Defender,Right-Back,United States,18/11/03,9/7/21,3000000,12,17,0.000661376,396
743589,Kaiky,Defender,Centre-Back,Brazil,12/1/04,17/12/21,8000000,8,17,0.000661376,259
962110,Pau Cubarsí,Defender,Centre-Back,Spain,22/1/07,7/6/24,30000000,4,17,0.000661376,83
884820,Almugera Kabar,Defender,Left-Back,Germany,6/6/06,9/10/24,1000000,3,18,0.003306878,536
1078163,Ayden Heaven,Defender,Centre-Back,England,22/9/06,30/5/25,5000000,4,18,0.003306878,329
860051,Ayoub Amraoui,Defender,Left-Back,Morocco,14/5/04,27/3/23,2500000,4,18,0.003306878,423
955253,Bastien Meupiyou,Defender,Centre-Back,France,19/3/06,1/10/24,2500000,6,18,0.003306878,423
863759,Bruno Ogbus,Defender,Centre-Back,Switzerland,17/12/05,9/10/24,1000000,5,18,0.003306878,536
621965,Daan Dierckx,Defender,Centre-Back,Belgium,24/2/03,3/6/21,1000000,8,18,0.003306878,536
890290,Dean Huijsen,Defender,Centre-Back,Spain,14/4/05,12/3/24,10000000,4,18,0.003306878,228
744857,Elias Baum,Defender,Right-Back,Germany,26/10/05,27/3/24,1000000,4,18,0.003306878,536
913495,Emran Soglo,Defender,Left-Back,England,11/7/05,11/9/23,1000000,3,18,0.003306878,536
897481,Eric da Silva Moreira,Defender,Right-Back,Germany,3/5/06,20/6/24,1000000,3,18,0.003306878,536
724104,Fabio Chiarodia,Defender,Centre-Back,Italy,5/6/05,14/12/23,2000000,8,18,0.003306878,455
924117,Finn Jeltsch,Defender,Centre-Back,Germany,17/7/06,5/6/25,20000000,7,18,0.003306878,134
946883,Iván Fresneda,Defender,Right-Back,Spain,28/9/04,13/6/23,15000000,11,18,0.003306878,172
1006411,Jaydee Canvot,Defender,Centre-Back,France,29/7/06,3/6/25,4000000,3,18,0.003306878,358
986298,Joachim Kayi Sanda,Defender,Centre-Back,France,29/11/06,18/3/25,1500000,7,18,0.003306878,492
646738,Juan Larios,Defender,Left-Back,Spain,12/1/04,3/11/22,7000000,8,18,0.003306878,285
845321,Kaelan Casey,Defender,Centre-Back,England,28/10/04,9/10/23,1000000,4,18,0.003306878,536
553905,Kerim Calhanoglu,Defender,Left-Back,Germany,26/8/02,31/3/21,1200000,9,18,0.003306878,520
485583,Ki-Jana Hoever,Defender,Right-Back,Netherlands,18/1/02,13/10/20,7000000,12,18,0.003306878,285
522245,Lasse Günther,Defender,Left-Back,Germany,21/3/03,14/6/21,1000000,6,18,0.003306878,536
923831,Leny Yoro,Defender,Centre-Back,France,13/11/05,1/10/24,55000000,12,18,0.003306878,28
692734,Linus Gechter,Defender,Centre-Back,Germany,27/2/04,9/6/22,4500000,8,18,0.003306878,348
450234,Marco John,Defender,Left-Back,Germany,2/4/02,31/3/21,4000000,11,18,0.003306878,358
890721,Myles Lewis-Skelly,Defender,Left-Back,England,26/9/06,30/5/25,45000000,5,18,0.003306878,40
955281,Nhoa Sangui,Defender,Left-Back,France,27/2/06,10/12/24,2500000,3,18,0.003306878,423
923945,Noahkai Banks,Defender,Centre-Back,United States,1/12/06,27/3/25,6000000,4,18,0.003306878,309
1193867,Pedro Lima,Defender,Right-Back,Brazil,1/7/06,1/10/24,5000000,5,18,0.003306878,329
951579,Saël Kumbedi,Defender,Right-Back,France,26/3/05,27/6/23,12000000,11,18,0.003306878,206
538996,Tanguy Nianzou,Defender,Centre-Back,France,7/6/02,10/2/21,11000000,13,18,0.003306878,221
743500,William Mikelbrencis,Defender,Right-Back,France,25/2/04,30/5/22,2000000,6,18,0.003306878,455
1047097,Yoram Zague,Defender,Right-Back,France,15/5/06,3/6/24,2500000,4,18,0.003306878,423
730484,Aaron Zehnter,Defender,Left-Back,Germany,31/10/04,6/6/24,1500000,6,19,0.023809524,493
991487,Abdoul Ouattara,Defender,Right-Back,Cote d'Ivoire,22/10/05,3/6/25,1200000,5,19,0.023809524,521
938146,Adam Aznou,Defender,Left-Back,Morocco,2/6/06,9/6/25,4000000,5,19,0.023809524,359
861981,Alan Matturro,Defender,Centre-Back,Uruguay,11/10/04,20/12/23,4000000,7,19,0.023809524,359
741257,Álex Jiménez,Defender,Right-Back,Spain,8/5/05,25/6/24,4000000,4,19,0.023809524,359
